,YEAR(S),JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,COOP_ID,type,COOP_NAME,DIV,LATITUDE,LONGITUDE
165,1978,,53.22,58.63,57.67,,75.7,79.44,,73.22,70.11,57.68,48.31,63.3,42805,t,ELSINORE ,6,33 40 00,-117 20 00
166,1979,48.08,51.13,54.98,,65.98,73.93,,,,,,,55.05,42805,t,ELSINORE ,6,33 40 00,-117 20 00
167,1980,55.57,,,59.93,61.15,,82.02,78.37,75.25,68.09,61.1,57.7,71.67,42805,t,ELSINORE ,6,33 40 00,-117 20 00
168,1981,56.06,57.15,56.94,64.8,68.55,79.45,82.1,80.75,72.58,65.41,60.35,54.83,67.07,42805,t,ELSINORE ,6,33 40 00,-117 20 00
169,1982,49.4,54.75,54.34,59.27,66.39,68.48,79.68,80.98,74.54,66.94,55.69,52.12,65.83,42805,t,ELSINORE ,6,33 40 00,-117 20 00
170,1983,54.08,54.56,56.44,57.09,68.27,72.12,78.04,82.0,78.4,68.66,55.52,52.75,64.4,42805,t,ELSINORE ,6,33 40 00,-117 20 00
171,1984,54.15,53.8,59.85,61.73,72.65,75.7,84.17,82.48,80.57,64.89,54.72,49.38,63.6,42805,t,ELSINORE ,6,33 40 00,-117 20 00
172,1985,50.57,52.95,56.04,64.58,69.44,76.42,81.74,78.74,70.54,66.77,54.5,52.59,62.29,42805,t,ELSINORE ,6,33 40 00,-117 20 00
173,1986,57.17,55.02,59.93,60.59,67.46,76.17,77.11,81.53,68.66,65.44,59.86,51.87,64.85,42805,t,ELSINORE ,6,33 40 00,-117 20 00
174,1987,50.31,53.12,54.22,66.17,69.3,74.8,75.46,78.85,76.74,69.22,55.07,49.57,62.86,42805,t,ELSINORE ,6,33 40 00,-117 20 00
175,1988,,56.5,58.78,62.26,67.84,71.78,80.12,,74.48,70.43,58.48,50.12,64.26,42805,t,ELSINORE ,6,33 40 00,-117 20 00
176,1989,49.03,51.27,60.66,66.37,67.83,72.81,81.44,76.98,75.56,66.7,59.66,53.8,60.52,42805,t,ELSINORE ,6,33 40 00,-117 20 00
177,1990,50.7,51.58,58.43,64.65,67.83,77.65,82.1,79.12,77.11,69.88,58.28,48.19,64.3,42805,t,ELSINORE ,6,33 40 00,-117 20 00
178,1991,52.06,59.08,53.11,61.42,65.08,70.89,77.33,79.5,78.03,71.22,59.78,52.41,64.98,42805,t,ELSINORE ,6,33 40 00,-117 20 00
179,1992,52.15,56.31,56.93,66.48,70.02,72.03,79.19,84.08,77.67,69.93,57.22,48.28,65.19,42805,t,ELSINORE ,6,33 40 00,-117 20 00
180,1993,50.8,51.65,59.39,65.5,70.22,74.95,75.89,79.32,76.44,67.54,57.6,51.35,65.73,42805,t,ELSINORE ,6,33 40 00,-117 20 00
181,1994,53.33,52.43,59.46,63.68,65.31,76.1,81.31,85.25,77.28,67.07,54.93,52.77,63.34,42805,t,ELSINORE ,6,33 40 00,-117 20 00
182,1995,53.98,61.91,58.41,60.46,64.4,71.27,80.11,82.98,79.32,71.64,65.24,54.91,66.86,42805,t,ELSINORE ,6,33 40 00,-117 20 00
183,1996,56.33,55.79,57.72,62.81,65.63,73.37,82.23,81.0,74.91,67.13,59.56,53.76,65.74,42805,t,ELSINORE ,6,33 40 00,-117 20 00
184,1997,52.98,53.74,61.96,63.15,75.11,73.33,77.53,81.26,79.07,67.87,58.87,50.93,65.85,42805,t,ELSINORE ,6,33 40 00,-117 20 00
185,1998,52.25,51.19,56.97,57.17,62.35,68.98,81.17,84.38,73.8,64.9,56.15,51.98,64.82,42805,t,ELSINORE ,6,33 40 00,-117 20 00
186,1999,53.75,53.86,55.47,57.97,66.84,72.93,79.9,79.35,75.15,70.4,59.9,53.29,64.4,42805,t,ELSINORE ,6,33 40 00,-117 20 00
187,2000,55.29,54.93,57.75,65.78,71.32,76.83,79.1,81.27,76.02,64.6,53.79,54.93,65.97,42805,t,ELSINORE ,6,33 40 00,-117 20 00
188,2001,48.73,50.74,59.8,60.07,72.58,76.66,78.64,81.31,75.89,69.57,58.26,49.45,65.63,42805,t,ELSINORE ,6,33 40 00,-117 20 00
189,2002,50.75,56.89,55.24,62.33,67.55,73.15,80.19,78.1,78.05,64.71,61.33,50.22,63.31,42805,t,ELSINORE ,6,33 40 00,-117 20 00
190,2003,55.5,54.36,58.05,57.46,67.23,69.98,75.81,80.19,80.85,73.16,55.55,50.7,67.92,42805,t,ELSINORE ,6,33 40 00,-117 20 00
191,2004,52.08,50.6,64.08,63.59,67.93,72.02,79.16,78.58,76.91,66.54,53.3,50.72,60.28,42805,t,ELSINORE ,6,33 40 00,-117 20 00
192,2005,51.77,53.67,58.48,61.64,66.98,73.89,83.78,81.27,74.0,66.8,,,58.51,42805,t,ELSINORE ,6,33 40 00,-117 20 00
193,2006,51.08,56.75,52.3,59.11,73.12,81.18,86.75,79.56,79.13,63.54,61.43,50.19,,42805,t,ELSINORE ,6,33 40 00,-117 20 00
194,2007,48.24,55.1,62.75,63.31,,,82.81,,,73.57,65.14,49.15,,42805,t,ELSINORE ,6,33 40 00,-117 20 00
195,2008,,55.75,60.83,65.81,67.62,77.69,,81.73,78.83,71.64,63.08,51.19,51.19,42805,t,ELSINORE ,6,33 40 00,-117 20 00
196,2009,56.11,52.67,57.92,61.67,72.5,71.33,82.25,80.15,80.13,66.48,61.52,52.56,66.27,42805,t,ELSINORE ,6,33 40 00,-117 20 00
197,2010,55.34,55.39,58.11,59.8,65.23,73.37,79.13,79.89,77.5,67.81,58.67,55.0,66.35,42805,t,ELSINORE ,6,33 40 00,-117 20 00
198,2011,55.61,52.27,58.18,62.6,64.73,71.73,79.84,81.68,77.87,69.42,57.82,52.06,65.32,42805,t,ELSINORE ,6,33 40 00,-117 20 00
199,2012,57.48,55.09,57.24,63.87,69.9,74.47,80.08,85.92,81.98,70.35,62.4,53.52,67.69,42805,t,ELSINORE ,6,33 40 00,-117 20 00
200,2013,52.79,53.8,62.5,65.33,70.98,77.28,82.1,81.15,78.8,66.34,60.35,55.5,67.24,42805,t,ELSINORE ,6,33 40 00,-117 20 00
201,2014,60.97,59.25,62.84,65.07,70.71,74.78,81.66,79.87,80.12,72.98,63.27,55.77,68.94,42805,t,ELSINORE ,6,33 40 00,-117 20 00
202,2015,57.92,61.98,65.69,64.65,64.89,78.25,78.02,82.18,79.82,74.03,59.38,53.55,68.36,42805,t,ELSINORE ,6,33 40 00,-117 20 00
203,2016,53.79,62.62,61.34,64.22,65.48,77.42,79.97,80.63,75.83,69.92,63.77,55.42,68.64,42805,t,ELSINORE ,6,33 40 00,-117 20 00
204,1966,51.27,54.3,64.16,70.85,77.71,84.42,90.6,91.92,84.82,73.68,64.05,56.87,72.05,42713,t,EL CENTRO,7,32 46 00,-115 34 00
205,1967,54.28,58.89,63.63,61.58,74.42,80.88,92.86,93.1,83.88,75.56,65.5,51.1,71.31,42713,t,EL CENTRO,7,32 46 00,-115 34 00
206,1968,53.5,62.87,63.43,66.52,76.29,84.45,90.48,87.6,84.55,74.67,63.48,50.21,71.5,42713,t,EL CENTRO,7,32 46 00,-115 34 00
207,1969,58.32,55.59,61.4,68.47,78.56,81.83,91.85,94.95,88.47,71.23,62.98,56.15,72.48,42713,t,EL CENTRO,7,32 46 00,-115 34 00
208,1970,53.95,59.23,61.63,64.38,76.65,84.98,92.94,93.66,84.17,71.95,62.95,54.23,71.73,42713,t,EL CENTRO,7,32 46 00,-115 34 00
209,1971,54.62,58.25,62.85,66.74,73.29,83.73,92.63,92.33,85.98,69.21,60.53,51.45,70.97,42713,t,EL CENTRO,7,32 46 00,-115 34 00
210,1972,51.79,60.47,69.61,69.55,77.08,85.85,93.32,89.57,83.6,72.86,59.16,52.77,72.14,42713,t,EL CENTRO,7,32 46 00,-115 34 00
211,1973,51.38,57.91,58.48,66.93,80.12,87.15,91.24,90.77,82.88,74.68,62.88,56.08,71.71,42713,t,EL CENTRO,7,32 46 00,-115 34 00
212,1974,55.47,56.96,63.97,68.85,77.27,88.9,90.18,89.66,87.95,,61.52,50.58,71.94,42713,t,EL CENTRO,7,32 46 00,-115 34 00
213,1975,52.42,56.04,59.06,60.8,73.74,83.1,90.35,89.77,85.82,71.66,60.72,54.0,69.79,42713,t,EL CENTRO,7,32 46 00,-115 34 00
214,1976,53.89,59.0,60.27,65.1,79.0,85.25,89.03,89.79,82.6,73.19,62.97,52.9,71.08,42713,t,EL CENTRO,7,32 46 00,-115 34 00
215,1977,54.12,60.27,57.95,68.14,69.6,86.0,89.9,89.31,83.5,76.48,64.52,56.89,71.39,42713,t,EL CENTRO,7,32 46 00,-115 34 00
216,1978,55.7,58.68,65.47,68.47,77.13,89.29,92.61,90.07,82.7,78.52,60.57,50.74,72.5,42713,t,EL CENTRO,7,32 46 00,-115 34 00
217,1979,51.69,56.15,61.92,69.23,76.57,86.12,90.88,87.61,88.74,75.33,59.71,56.25,69.94,42713,t,EL CENTRO,7,32 46 00,-115 34 00
218,1980,57.77,60.76,61.45,68.4,72.76,85.68,93.08,88.74,85.2,74.66,63.37,59.0,72.57,42713,t,EL CENTRO,7,32 46 00,-115 34 00
219,1981,58.69,60.14,62.61,70.71,76.53,89.0,91.85,92.6,85.97,71.19,63.78,57.81,73.41,42713,t,EL CENTRO,7,32 46 00,-115 34 00
220,1982,54.22,61.0,61.7,71.11,76.41,83.02,89.96,92.14,84.88,72.14,60.64,52.97,73.38,42713,t,EL CENTRO,7,32 46 00,-115 34 00
221,1983,56.9,59.9,63.94,64.95,76.65,82.79,90.87,90.02,89.71,76.26,63.39,57.54,70.54,42713,t,EL CENTRO,7,32 46 00,-115 34 00
222,1984,57.1,58.33,65.85,67.63,81.67,84.58,91.53,91.38,89.09,71.65,60.63,52.84,70.57,42713,t,EL CENTRO,7,32 46 00,-115 34 00
223,1985,52.85,55.04,60.86,72.85,78.22,87.59,93.28,91.81,80.44,74.56,61.59,58.06,55.04,42713,t,EL CENTRO,7,32 46 00,-115 34 00
224,1986,61.64,63.1,68.42,70.52,79.12,87.56,90.29,92.71,80.42,72.87,64.11,56.63,72.11,42713,t,EL CENTRO,7,32 46 00,-115 34 00
225,1987,55.79,60.55,63.1,75.38,78.33,87.48,89.16,91.23,86.43,80.02,63.36,53.19,76.14,42713,t,EL CENTRO,7,32 46 00,-115 34 00
226,1988,55.24,61.96,66.38,69.5,77.83,84.52,91.88,90.13,85.02,80.0,63.7,55.52,82.25,42713,t,EL CENTRO,7,32 46 00,-115 34 00
227,1989,53.6,60.9,70.17,76.6,79.15,86.07,93.25,89.82,85.91,75.9,64.56,57.21,76.94,42713,t,EL CENTRO,7,32 46 00,-115 34 00
228,1990,55.4,57.5,66.33,72.96,76.59,87.95,92.44,89.48,86.4,76.56,64.08,52.06,70.41,42713,t,EL CENTRO,7,32 46 00,-115 34 00
229,1991,55.67,63.9,60.8,70.56,75.78,82.08,88.73,90.24,86.6,79.29,63.17,55.66,77.97,42713,t,EL CENTRO,7,32 46 00,-115 34 00
230,1992,54.98,61.64,63.23,74.05,79.48,84.77,90.98,92.7,89.04,77.75,60.31,52.1,70.53,42713,t,EL CENTRO,7,32 46 00,-115 34 00
231,1993,55.83,58.9,67.63,73.44,79.6,86.88,89.03,89.88,85.26,77.2,61.6,55.43,73.09,42713,t,EL CENTRO,7,32 46 00,-115 34 00
232,1994,57.54,56.48,67.02,71.06,77.2,89.66,92.26,94.55,88.43,75.06,57.58,54.27,71.18,42713,t,EL CENTRO,7,32 46 00,-115 34 00
233,1995,56.08,65.0,65.35,70.1,75.07,84.17,91.81,94.37,89.98,77.52,69.88,58.62,75.79,42713,t,EL CENTRO,7,32 46 00,-115 34 00
234,1996,58.82,63.95,67.52,74.5,81.91,87.38,94.24,93.33,85.61,76.58,65.2,58.05,74.54,42713,t,EL CENTRO,7,32 46 00,-115 34 00
235,1997,59.0,59.78,68.94,71.52,84.43,83.87,89.54,92.88,88.42,73.41,66.15,54.11,74.97,42713,t,EL CENTRO,7,32 46 00,-115 34 00
236,1998,57.59,58.4,63.62,68.02,74.17,84.25,94.18,93.94,86.8,73.78,63.08,56.11,67.33,42713,t,EL CENTRO,7,32 46 00,-115 34 00
237,1999,58.09,60.34,64.42,66.47,77.55,84.79,,91.04,87.81,79.95,68.23,57.21,71.38,42713,t,EL CENTRO,7,32 46 00,-115 34 00
238,2000,59.08,61.48,64.72,74.58,82.46,88.82,91.61,92.6,86.24,73.34,58.96,57.95,76.46,42713,t,EL CENTRO,7,32 46 00,-115 34 00
239,2001,53.92,56.96,66.16,69.37,84.08,88.98,90.9,92.78,88.62,78.42,67.79,53.8,68.2,42713,t,EL CENTRO,7,32 46 00,-115 34 00
240,2002,55.83,59.52,63.3,71.95,78.63,88.18,93.28,90.5,87.32,74.45,66.52,56.62,72.89,42713,t,EL CENTRO,7,32 46 00,-115 34 00
241,2003,62.45,58.89,66.31,68.62,78.88,85.66,94.26,92.92,89.37,83.91,61.9,57.09,72.34,42713,t,EL CENTRO,7,32 46 00,-115 34 00
242,2004,57.09,56.98,72.65,73.72,80.63,85.74,91.86,91.38,86.63,74.85,60.52,57.3,74.27,42713,t,EL CENTRO,7,32 46 00,-115 34 00
243,2005,58.31,60.02,66.34,71.09,79.93,86.2,94.1,92.84,85.85,75.74,67.1,58.67,76.93,42713,t,EL CENTRO,7,32 46 00,-115 34 00
244,2006,57.87,61.88,61.81,70.4,82.16,90.62,95.77,92.59,86.43,74.33,66.94,55.76,78.86,42713,t,EL CENTRO,7,32 46 00,-115 34 00
245,2007,53.2,61.5,68.16,70.87,80.48,87.8,93.04,93.88,85.36,75.12,67.64,53.29,73.52,42713,t,EL CENTRO,7,32 46 00,-115 34 00
246,2008,54.48,60.27,66.33,70.09,75.78,88.42,92.79,92.06,88.55,77.83,68.7,56.21,74.56,42713,t,EL CENTRO,7,32 46 00,-115 34 00
247,2009,58.79,60.05,65.37,69.17,82.98,83.68,96.05,92.92,90.47,73.94,66.17,55.23,75.3,42713,t,EL CENTRO,7,32 46 00,-115 34 00
248,2010,57.79,60.07,64.02,67.4,75.8,86.63,94.24,93.34,89.03,75.75,63.69,60.16,73.99,42713,t,EL CENTRO,7,32 46 00,-115 34 00
249,2011,57.31,56.77,66.58,72.77,74.5,86.18,92.54,95.4,89.43,78.13,63.33,53.65,73.88,42713,t,EL CENTRO,7,32 46 00,-115 34 00
250,2012,58.75,60.23,64.34,71.87,81.48,88.64,91.97,93.48,88.84,77.97,67.88,58.95,74.14,42713,t,EL CENTRO,7,32 46 00,-115 34 00
251,2013,54.15,58.74,69.4,72.71,80.74,87.18,93.6,91.89,86.77,73.61,65.79,56.92,71.07,42713,t,EL CENTRO,7,32 46 00,-115 34 00
252,2014,62.0,64.04,68.69,73.29,78.5,88.25,93.29,90.68,89.9,78.64,65.5,58.0,75.9,42713,t,EL CENTRO,7,32 46 00,-115 34 00
253,2015,57.94,64.85,70.21,71.44,72.81,88.8,90.75,95.18,88.26,81.14,62.77,53.98,72.44,42713,t,EL CENTRO,7,32 46 00,-115 34 00
254,2016,55.61,64.86,67.04,71.7,75.1,88.07,93.14,93.91,85.92,77.75,67.18,55.96,74.5,42713,t,EL CENTRO,7,32 46 00,-115 34 00
255,1966,11.66,5.02,2.89,2.38,0.0,0.0,0.0,0.45,0.06,0.04,12.61,7.62,42.73,47109,p,POTTER VA,1,39 22 00,-123 08 00
256,1967,15.09,0.59,9.36,5.55,0.98,1.03,0.0,0.0,0.0,2.47,4.47,5.88,45.42,47109,p,POTTER VA,1,39 22 00,-123 08 00
257,1968,10.38,6.36,5.41,0.23,1.55,0.0,0.0,2.37,0.11,2.61,5.33,16.03,50.38,47109,p,POTTER VA,1,39 22 00,-123 08 00
258,1969,19.02,10.15,1.87,3.16,0.07,0.22,0.0,0.0,0.0,2.95,1.58,14.86,53.88,47109,p,POTTER VA,1,39 22 00,-123 08 00
259,1970,25.3,3.84,2.43,0.97,0.3,0.52,0.0,0.0,0.0,3.76,11.51,14.66,63.29,47109,p,POTTER VA,1,39 22 00,-123 08 00
260,1971,9.4,0.71,9.09,2.25,1.23,0.11,0.0,0.23,0.71,0.72,4.93,6.93,36.31,47109,p,POTTER VA,1,39 22 00,-123 08 00
261,1972,5.47,5.08,2.7,3.06,1.22,0.38,0.0,0.21,1.65,2.82,6.86,8.33,37.78,47109,p,POTTER VA,1,39 22 00,-123 08 00
262,1973,13.81,6.53,5.27,0.36,0.2,0.0,0.07,0.0,1.16,4.18,17.77,,49.35,47109,p,POTTER VA,1,39 22 00,-123 08 00
263,1974,12.59,6.5,11.31,3.8,0.37,0.0,1.48,0.0,0.0,2.36,1.77,5.43,45.61,47109,p,POTTER VA,1,39 22 00,-123 08 00
264,1975,4.34,15.48,14.61,2.41,0.15,0.04,0.25,0.89,0.02,5.65,3.17,3.38,50.39,47109,p,POTTER VA,1,39 22 00,-123 08 00
265,1976,0.86,8.74,1.88,2.74,0.0,0.06,0.0,1.4,0.39,0.25,2.25,0.58,19.15,47109,p,POTTER VA,1,39 22 00,-123 08 00
266,1977,2.72,3.04,3.12,0.4,1.95,0.0,0.0,0.18,3.35,1.59,5.78,,22.13,47109,p,POTTER VA,1,39 22 00,-123 08 00
267,1978,16.56,8.07,7.24,6.65,0.62,0.06,0.0,0.02,1.93,0.0,1.59,0.83,43.57,47109,p,POTTER VA,1,39 22 00,-123 08 00
268,1979,9.48,13.46,2.86,2.3,2.0,0.0,0.02,0.0,0.3,6.86,8.84,8.54,54.66,47109,p,POTTER VA,1,39 22 00,-123 08 00
269,1980,8.7,10.72,3.26,3.9,1.17,0.41,,0.0,0.33,1.7,1.71,6.57,38.47,47109,p,POTTER VA,1,39 22 00,-123 08 00
270,1981,9.66,4.28,5.0,1.04,1.36,0.01,0.05,0.0,1.45,6.53,,14.26,43.64,47109,p,POTTER VA,1,39 22 00,-123 08 00
271,1982,7.36,8.09,10.63,6.44,0.03,0.16,0.0,0.04,1.07,5.93,12.72,10.11,51.95,47109,p,POTTER VA,1,39 22 00,-123 08 00
272,1983,9.79,13.52,19.15,7.09,0.85,0.09,0.27,1.06,0.06,1.17,16.18,14.88,84.11,47109,p,POTTER VA,1,39 22 00,-123 08 00
273,1984,0.59,5.86,3.32,2.92,0.95,0.79,0.0,0.03,,3.22,15.74,2.86,36.28,47109,p,POTTER VA,1,39 22 00,-123 08 00
274,1985,1.0,4.29,5.58,0.13,0.18,0.0,0.0,0.1,2.28,2.63,6.4,3.65,26.24,47109,p,POTTER VA,1,39 22 00,-123 08 00
275,1986,10.36,18.8,7.4,1.04,,0.0,0.0,0.0,4.96,2.04,0.62,3.78,49.0,47109,p,POTTER VA,1,39 22 00,-123 08 00
276,1987,7.01,6.06,8.09,0.45,0.62,0.0,0.0,0.0,0.0,2.29,5.53,12.0,42.05,47109,p,POTTER VA,1,39 22 00,-123 08 00
277,1988,9.76,0.25,0.35,2.56,2.08,0.45,,,0.0,0.81,11.44,5.72,33.42,47109,p,POTTER VA,1,39 22 00,-123 08 00
278,1989,3.03,,14.45,,0.39,0.29,0.0,0.0,2.2,5.09,1.61,0.01,27.07,47109,p,POTTER VA,1,39 22 00,-123 08 00
279,1990,9.16,4.46,2.77,0.67,7.47,0.03,0.0,0.0,1.19,1.03,0.67,1.84,29.29,47109,p,POTTER VA,1,39 22 00,-123 08 00
280,1991,1.17,3.97,14.74,1.18,0.98,0.74,0.0,0.0,0.02,2.64,2.78,3.0,31.22,47109,p,POTTER VA,1,39 22 00,-123 08 00
281,1992,3.41,10.79,5.33,2.28,0.46,2.86,0.0,0.0,0.0,5.28,1.57,15.18,47.16,47109,p,POTTER VA,1,39 22 00,-123 08 00
282,1993,14.22,6.58,4.27,3.75,5.12,1.07,0.0,0.0,0.0,1.05,2.43,5.97,44.46,47109,p,POTTER VA,1,39 22 00,-123 08 00
283,1994,5.13,5.9,0.32,3.84,2.1,0.07,0.0,0.0,0.0,0.24,7.98,6.32,31.9,47109,p,POTTER VA,1,39 22 00,-123 08 00
284,1995,23.34,1.26,18.04,6.01,3.79,1.41,0.32,0.0,0.0,0.0,0.44,14.15,68.76,47109,p,POTTER VA,1,39 22 00,-123 08 00
285,1996,14.14,10.52,4.01,4.4,3.83,0.59,0.0,0.0,0.55,1.75,5.61,19.36,64.76,47109,p,POTTER VA,1,39 22 00,-123 08 00
286,1997,14.24,1.63,3.69,1.84,1.28,0.83,0.0,1.01,2.27,2.94,8.81,4.97,43.51,47109,p,POTTER VA,1,39 22 00,-123 08 00
287,1998,22.11,18.91,7.64,3.62,4.47,0.19,0.0,0.0,0.02,1.64,9.46,3.66,71.72,47109,p,POTTER VA,1,39 22 00,-123 08 00
288,1999,6.19,16.54,7.68,2.93,0.46,0.02,0.0,0.15,0.02,1.63,7.67,1.67,44.96,47109,p,POTTER VA,1,39 22 00,-123 08 00
289,2000,9.18,13.33,2.56,1.72,2.58,0.01,0.0,0.03,0.47,3.93,3.11,2.32,39.24,47109,p,POTTER VA,1,39 22 00,-123 08 00
290,2001,5.88,7.34,2.7,1.54,0.0,0.0,0.0,0.0,0.33,1.4,12.48,15.1,46.77,47109,p,POTTER VA,1,39 22 00,-123 08 00
291,2002,6.16,3.67,3.9,1.19,1.27,0.0,0.0,0.0,0.0,0.0,4.98,22.96,44.13,47109,p,POTTER VA,1,39 22 00,-123 08 00
292,2003,6.55,3.19,5.62,11.57,0.93,0.0,0.01,0.04,0.1,0.0,6.53,17.16,51.7,47109,p,POTTER VA,1,39 22 00,-123 08 00
293,2004,6.07,13.36,2.07,1.97,0.13,0.4,0.0,0.0,0.13,3.22,1.97,12.18,41.5,47109,p,POTTER VA,1,39 22 00,-123 08 00
294,2005,7.23,4.1,6.47,3.42,6.68,2.25,0.0,0.0,0.0,0.62,7.21,24.6,62.58,47109,p,POTTER VA,1,39 22 00,-123 08 00
295,2006,7.58,6.43,12.68,8.98,1.41,0.0,0.0,0.0,0.12,0.22,5.78,10.02,53.22,47109,p,POTTER VA,1,39 22 00,-123 08 00
296,2007,1.18,11.21,0.97,3.2,0.82,0.0,0.42,0.0,0.13,3.3,1.09,7.51,29.83,47109,p,POTTER VA,1,39 22 00,-123 08 00
297,2008,13.99,2.6,1.18,0.62,0.18,0.0,0.0,0.0,0.28,2.87,3.71,5.23,30.66,47109,p,POTTER VA,1,39 22 00,-123 08 00
298,2009,1.16,9.11,4.46,0.93,3.9,0.53,0.0,0.0,0.0,3.2,2.02,5.34,30.65,47109,p,POTTER VA,1,39 22 00,-123 08 00
299,2010,13.38,7.47,6.51,11.49,4.1,0.59,0.0,0.0,0.38,10.77,6.0,10.03,70.72,47109,p,POTTER VA,1,39 22 00,-123 08 00
300,2011,2.75,7.22,15.02,1.1,3.33,1.7,0.0,0.0,0.0,6.07,3.76,0.66,40.95,47109,p,POTTER VA,1,39 22 00,-123 08 00
301,2012,9.3,2.84,9.32,2.79,0.38,0.19,0.0,0.02,0.0,1.98,10.81,13.95,46.74,47109,p,POTTER VA,1,39 22 00,-123 08 00
302,2013,2.25,1.13,3.32,2.05,0.74,2.12,0.06,0.01,2.62,0.01,2.3,0.86,17.47,47109,p,POTTER VA,1,39 22 00,-123 08 00
303,2014,0.97,11.43,12.3,1.81,0.13,0.0,0.0,0.04,0.47,2.8,4.79,12.68,47.42,47109,p,POTTER VA,1,39 22 00,-123 08 00
304,2015,0.85,4.84,0.67,1.68,0.01,0.0,0.25,0.06,0.5,0.03,2.24,16.45,27.58,47109,p,POTTER VA,1,39 22 00,-123 08 00
305,2016,14.84,2.75,14.32,1.09,1.04,0.33,0.0,0.0,0.0,7.09,6.24,9.44,57.14,47109,p,POTTER VA,1,39 22 00,-123 08 00
306,1966,43.55,43.25,48.92,58.95,60.34,67.25,67.18,71.47,65.92,61.89,50.02,45.02,56.98,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
307,1967,46.95,50.29,45.92,41.97,60.1,62.22,72.58,76.61,69.17,63.13,55.48,44.21,57.38,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
308,1968,43.79,50.02,51.24,56.3,57.9,68.97,71.39,64.39,64.9,55.92,46.73,37.37,55.74,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
309,1969,38.53,37.23,47.08,51.1,60.61,61.77,71.72,73.32,68.57,57.85,55.79,47.63,55.93,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
310,1970,46.55,49.87,51.56,51.8,63.22,66.02,71.77,69.05,68.58,56.4,50.12,39.81,57.06,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
311,1971,45.57,46.98,45.05,49.63,54.76,63.22,71.15,71.08,63.74,56.77,48.04,38.02,53.66,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
312,1972,40.92,45.72,52.56,51.38,60.4,66.2,70.48,70.82,63.1,56.7,47.87,40.0,55.51,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
313,1973,42.08,46.91,45.84,56.97,64.4,69.77,71.63,68.87,64.92,58.45,45.25,44.11,56.6,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
314,1974,41.0,43.95,47.35,50.67,58.76,66.8,70.34,71.18,71.28,63.13,50.18,44.52,55.27,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
315,1975,47.47,43.48,45.71,47.8,61.76,66.2,69.08,,,,,,54.5,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
316,1976,48.11,44.71,46.69,51.32,63.28,68.15,72.1,67.76,66.55,63.35,58.03,,59.1,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
317,1977,46.68,51.64,47.44,,53.47,69.13,71.73,70.39,61.75,61.18,52.18,47.31,57.11,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
318,1978,46.72,47.29,52.6,50.58,62.63,65.78,72.5,72.6,67.17,65.34,,43.44,58.79,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
319,1979,42.32,44.2,49.06,52.37,61.74,68.25,72.29,68.65,70.32,62.67,48.37,47.65,56.84,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
320,1980,44.84,48.09,46.92,53.2,56.33,59.98,70.77,66.89,64.85,63.13,53.2,47.71,57.11,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
321,1981,48.42,48.52,48.72,55.93,62.02,73.47,72.84,71.63,67.2,57.19,51.13,46.18,58.6,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
322,1982,41.68,47.66,45.08,50.75,62.23,61.62,69.0,70.31,66.9,58.02,46.29,43.52,55.25,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
323,1983,46.93,47.09,47.07,49.0,59.67,65.68,69.95,70.98,69.14,63.34,45.5,43.69,57.5,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
324,1984,48.83,45.74,52.55,52.53,65.04,67.1,73.97,70.74,71.4,55.26,45.33,40.52,57.42,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
325,1985,44.06,48.59,44.14,57.85,58.19,69.16,73.63,66.98,60.48,,45.44,47.53,56.01,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
326,1986,48.76,48.8,53.71,53.32,59.98,66.96,68.77,70.32,,58.85,53.36,44.19,57.0,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
327,1987,41.77,47.02,48.68,59.73,63.28,66.65,64.93,69.05,,,51.57,,57.64,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
328,1988,45.73,53.55,54.69,55.17,58.05,64.02,74.47,69.85,68.95,63.4,49.22,46.89,58.67,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
329,1989,46.03,42.81,49.18,58.55,59.1,65.52,69.92,66.92,64.37,58.95,55.23,50.65,57.27,40212,t,ANGWIN PA,1,38 34 23,-122 26 26
